name,type,value,date
美国,USA,1,20200123
美国,USA,1,20200124
美国,USA,2,20200125
美国,USA,2,20200126
美国,USA,5,20200127
美国,USA,5,20200128
美国,USA,5,20200129
美国,USA,5,20200130
美国,USA,6,20200131
美国,USA,7,20200201
美国,USA,8,20200202
美国,USA,11,20200203
美国,USA,11,20200204
美国,USA,11,20200205
美国,USA,12,20200206
美国,USA,12,20200207
美国,USA,12,20200208
美国,USA,12,20200209
美国,USA,12,20200210
美国,USA,13,20200211
美国,USA,13,20200212
美国,USA,14,20200213
美国,USA,15,20200214
美国,USA,15,20200215
美国,USA,15,20200216
美国,USA,15,20200217
美国,USA,15,20200218
美国,USA,15,20200219
美国,USA,15,20200220
美国,USA,15,20200221
美国,USA,35,20200222
美国,USA,35,20200223
美国,USA,35,20200224
美国,USA,53,20200225
美国,USA,53,20200226
美国,USA,59,20200227
美国,USA,59,20200228
美国,USA,62,20200229
美国,USA,62,20200301
美国,USA,62,20200302
美国,USA,64,20200303
美国,USA,108,20200304
美国,USA,129,20200305
美国,USA,148,20200306
美国,USA,213,20200307
美国,USA,213,20200308
美国,USA,213,20200309
美国,USA,472,20200310
美国,USA,696,20200311
美国,USA,987,20200312
美国,USA,1264,20200313
美国,USA,2033,20200314
美国,USA,2655,20200315
美国,USA,3244,20200316
美国,USA,4629,20200317
美国,USA,6331,20200318
美国,USA,13842,20200319
美国,USA,19101,20200320
美国,USA,25493,20200321
美国,USA,33073,20200322
美国,USA,43214,20200323
美国,USA,53588,20200324
美国,USA,65778,20200325
美国,USA,83507,20200326
美国,USA,101657,20200327
美国,USA,121117,20200328
美国,USA,140886,20200329
美国,USA,160020,20200330
美国,USA,186265,20200331
美国,USA,213372,20200401
美国,USA,242182,20200402
美国,USA,276995,20200403
美国,USA,308850,20200404
美国,USA,335524,20200405
美国,USA,362759,20200406
美国,USA,396223,20200407
美国,USA,423135,20200408
美国,USA,462135,20200409
美国,USA,496535,20200410
美国,USA,526396,20200411
美国,USA,550016,20200412
美国,USA,581679,20200413
美国,USA,602989,20200414
美国,USA,636350,20200415
美国,USA,667225,20200416
美国,USA,700282,20200417
美国,USA,732197,20200418
美国,USA,755533,20200419
美国,USA,783290,20200420
美国,USA,823257,20200421
美国,USA,837947,20200422
美国,USA,873137,20200423
美国,USA,890524,20200424
美国,USA,936293,20200425
美国,USA,963379,20200426
美国,USA,985443,20200427
美国,USA,1011600,20200428
美国,USA,1037526,20200429
美国,USA,1067289,20200430
美国,USA,1102703,20200501
美国,USA,1127712,20200502
美国,USA,1156924,20200503
美国,USA,1178906,20200504
美国,USA,1203673,20200505
美国,USA,1223468,20200506
美国,USA,1254740,20200507
美国,USA,1283829,20200508
美国,USA,1307676,20200509
美国,USA,1328201,20200510
美国,USA,1336163,20200511
美国,USA,1369314,20200512
美国,USA,1388936,20200513
美国,USA,1416528,20200514
美国,USA,1441172,20200515
美国,USA,1465066,20200516
美国,USA,1486375,20200517
美国,USA,1506732,20200518
美国,USA,1525367,20200519
美国,USA,1549052,20200520
美国,USA,1576886,20200521
美国,USA,1600481,20200522
美国,USA,1618948,20200523
美国,USA,1641585,20200524
美国,USA,1662375,20200525
美国,USA,1680301,20200526
美国,USA,1698581,20200527
美国,USA,1719855,20200528
美国,USA,1745606,20200529
美国,USA,1769772,20200530
美国,USA,1786593,20200531
美国,USA,1808291,20200601
美国,USA,1831730,20200602
美国,USA,1850144,20200603
美国,USA,1870156,20200604
美国,USA,1894502,20200605
美国,USA,1919430,20200606
美国,USA,1938931,20200607
美国,USA,1956527,20200608
美国,USA,1973803,20200609
美国,USA,1999313,20200610
美国,USA,2018875,20200611
美国,USA,2044572,20200612
美国,USA,2069270,20200613
美国,USA,2093448,20200614
美国,USA,2113366,20200615
美国,USA,2134973,20200616
美国,USA,2161593,20200617
巴西,BRA,1,20200227
巴西,BRA,1,20200228
巴西,BRA,1,20200229
巴西,BRA,2,20200301
巴西,BRA,2,20200302
巴西,BRA,2,20200303
巴西,BRA,2,20200304
巴西,BRA,3,20200305
巴西,BRA,7,20200306
巴西,BRA,13,20200307
巴西,BRA,19,20200308
巴西,BRA,25,20200309
巴西,BRA,25,20200310
巴西,BRA,34,20200311
巴西,BRA,52,20200312
巴西,BRA,77,20200313
巴西,BRA,98,20200314
巴西,BRA,121,20200315
巴西,BRA,200,20200316
巴西,BRA,234,20200317
巴西,BRA,234,20200318
巴西,BRA,621,20200319
巴西,BRA,904,20200320
巴西,BRA,1128,20200321
巴西,BRA,1546,20200322
巴西,BRA,1546,20200323
巴西,BRA,1891,20200324
巴西,BRA,2433,20200325
巴西,BRA,2915,20200326
巴西,BRA,2915,20200327
巴西,BRA,3417,20200328
巴西,BRA,4256,20200329
巴西,BRA,4579,20200330
巴西,BRA,5717,20200331
巴西,BRA,6836,20200401
巴西,BRA,7910,20200402
巴西,BRA,7910,20200403
巴西,BRA,9056,20200404
巴西,BRA,10278,20200405
巴西,BRA,12056,20200406
巴西,BRA,13717,20200407
巴西,BRA,15927,20200408
巴西,BRA,17857,20200409
巴西,BRA,19638,20200410
巴西,BRA,20727,20200411
巴西,BRA,22169,20200412
巴西,BRA,22169,20200413
巴西,BRA,25262,20200414
巴西,BRA,28320,20200415
巴西,BRA,30425,20200416
巴西,BRA,33682,20200417
巴西,BRA,36599,20200418
巴西,BRA,38654,20200419
巴西,BRA,40581,20200420
巴西,BRA,43079,20200421
巴西,BRA,45757,20200422
巴西,BRA,49492,20200423
巴西,BRA,52995,20200424
巴西,BRA,58509,20200425
巴西,BRA,62787,20200426
巴西,BRA,66896,20200427
巴西,BRA,72899,20200428
巴西,BRA,79361,20200429
巴西,BRA,85380,20200430
巴西,BRA,92109,20200501
巴西,BRA,96559,20200502
巴西,BRA,101147,20200503
巴西,BRA,107780,20200504
巴西,BRA,115455,20200505
巴西,BRA,126060,20200506
巴西,BRA,135106,20200507
巴西,BRA,145328,20200508
巴西,BRA,155939,20200509
巴西,BRA,162699,20200510
巴西,BRA,168331,20200511
巴西,BRA,177602,20200512
巴西,BRA,189157,20200513
巴西,BRA,202918,20200514
巴西,BRA,218223,20200515
巴西,BRA,232376,20200516
巴西,BRA,241080,20200517
巴西,BRA,255200,20200518
巴西,BRA,271628,20200519
巴西,BRA,291579,20200520
巴西,BRA,310087,20200521
巴西,BRA,330890,20200522
巴西,BRA,347398,20200523
巴西,BRA,363211,20200524
巴西,BRA,374898,20200525
巴西,BRA,391222,20200526
巴西,BRA,411821,20200527
巴西,BRA,438812,20200528
巴西,BRA,465166,20200529
巴西,BRA,498440,20200530
巴西,BRA,514849,20200531
巴西,BRA,519704,20200601
巴西,BRA,555383,20200602
巴西,BRA,560737,20200603
巴西,BRA,595110,20200604
巴西,BRA,630708,20200605
巴西,BRA,659114,20200606
巴西,BRA,691962,20200607
巴西,BRA,710887,20200608
巴西,BRA,742084,20200609
巴西,BRA,775184,20200610
巴西,BRA,805649,20200611
巴西,BRA,843406,20200612
巴西,BRA,850796,20200613
巴西,BRA,867882,20200614
巴西,BRA,891556,20200615
巴西,BRA,928834,20200616
巴西,BRA,960309,20200617
英国,GBR,2,20200201
英国,GBR,2,20200202
英国,GBR,2,20200203
英国,GBR,2,20200204
英国,GBR,2,20200205
英国,GBR,2,20200206
英国,GBR,3,20200207
英国,GBR,3,20200208
英国,GBR,3,20200209
英国,GBR,4,20200210
英国,GBR,8,20200211
英国,GBR,8,20200212
英国,GBR,9,20200213
英国,GBR,9,20200214
英国,GBR,9,20200215
英国,GBR,9,20200216
英国,GBR,9,20200217
英国,GBR,9,20200218
英国,GBR,9,20200219
英国,GBR,9,20200220
英国,GBR,9,20200221
英国,GBR,9,20200222
英国,GBR,9,20200223
英国,GBR,9,20200224
英国,GBR,13,20200225
英国,GBR,13,20200226
英国,GBR,13,20200227
英国,GBR,16,20200228
英国,GBR,20,20200229
英国,GBR,23,20200301
英国,GBR,36,20200302
英国,GBR,39,20200303
英国,GBR,51,20200304
英国,GBR,89,20200305
英国,GBR,118,20200306
英国,GBR,167,20200307
英国,GBR,210,20200308
英国,GBR,277,20200309
英国,GBR,323,20200310
英国,GBR,373,20200311
英国,GBR,460,20200312
英国,GBR,594,20200313
英国,GBR,802,20200314
英国,GBR,1144,20200315
英国,GBR,1395,20200316
英国,GBR,1547,20200317
英国,GBR,1954,20200318
英国,GBR,3269,20200319
英国,GBR,3983,20200320
英国,GBR,5018,20200321
英国,GBR,5683,20200322
英国,GBR,6650,20200323
英国,GBR,8077,20200324
英国,GBR,9529,20200325
英国,GBR,11772,20200326
英国,GBR,14579,20200327
英国,GBR,17089,20200328
英国,GBR,19522,20200329
英国,GBR,22141,20200330
英国,GBR,25150,20200331
英国,GBR,29474,20200401
英国,GBR,33718,20200402
英国,GBR,38168,20200403
英国,GBR,41903,20200404
英国,GBR,47806,20200405
英国,GBR,51608,20200406
英国,GBR,55242,20200407
英国,GBR,60733,20200408
英国,GBR,65077,20200409
英国,GBR,70272,20200410
英国,GBR,78991,20200411
英国,GBR,84279,20200412
英国,GBR,88621,20200413
英国,GBR,93873,20200414
英国,GBR,98476,20200415
英国,GBR,103093,20200416
英国,GBR,108692,20200417
英国,GBR,114217,20200418
英国,GBR,120067,20200419
英国,GBR,124743,20200420
英国,GBR,129044,20200421
英国,GBR,133495,20200422
英国,GBR,138078,20200423
英国,GBR,143464,20200424
英国,GBR,148377,20200425
英国,GBR,152840,20200426
英国,GBR,157149,20200427
英国,GBR,161145,20200428
英国,GBR,161145,20200429
英国,GBR,171253,20200430
英国,GBR,177454,20200501
英国,GBR,182260,20200502
英国,GBR,186599,20200503
英国,GBR,190584,20200504
英国,GBR,194990,20200505
英国,GBR,201101,20200506
英国,GBR,206715,20200507
英国,GBR,211364,20200508
英国,GBR,215260,20200509
英国,GBR,219183,20200510
英国,GBR,223060,20200511
英国,GBR,226463,20200512
英国,GBR,229705,20200513
英国,GBR,233151,20200514
英国,GBR,236711,20200515
英国,GBR,240161,20200516
英国,GBR,243695,20200517
英国,GBR,246406,20200518
英国,GBR,248818,20200519
英国,GBR,248822,20200520
英国,GBR,250908,20200521
英国,GBR,254195,20200522
英国,GBR,257154,20200523
英国,GBR,259559,20200524
英国,GBR,261184,20200525
英国,GBR,265227,20200526
英国,GBR,267240,20200527
英国,GBR,269127,20200528
英国,GBR,271222,20200529
英国,GBR,272826,20200530
英国,GBR,274762,20200531
英国,GBR,276332,20200601
英国,GBR,277985,20200602
英国,GBR,279856,20200603
英国,GBR,281661,20200604
英国,GBR,283311,20200605
英国,GBR,284868,20200606
英国,GBR,286194,20200607
英国,GBR,287399,20200608
英国,GBR,289140,20200609
英国,GBR,290143,20200610
英国,GBR,291409,20200611
英国,GBR,292950,20200612
英国,GBR,294375,20200613
英国,GBR,295889,20200614
英国,GBR,296857,20200615
英国,GBR,298136,20200616
英国,GBR,299251,20200617
俄罗斯,RUS,2,20200201
俄罗斯,RUS,2,20200202
俄罗斯,RUS,2,20200203
俄罗斯,RUS,2,20200204
俄罗斯,RUS,2,20200205
俄罗斯,RUS,2,20200206
俄罗斯,RUS,2,20200207
俄罗斯,RUS,2,20200208
俄罗斯,RUS,2,20200209
俄罗斯,RUS,2,20200210
俄罗斯,RUS,2,20200211
俄罗斯,RUS,2,20200212
俄罗斯,RUS,2,20200213
俄罗斯,RUS,2,20200214
俄罗斯,RUS,2,20200215
俄罗斯,RUS,2,20200216
俄罗斯,RUS,2,20200217
俄罗斯,RUS,2,20200218
俄罗斯,RUS,2,20200219
俄罗斯,RUS,2,20200220
俄罗斯,RUS,2,20200221
俄罗斯,RUS,2,20200222
俄罗斯,RUS,2,20200223
俄罗斯,RUS,2,20200224
俄罗斯,RUS,2,20200225
俄罗斯,RUS,2,20200226
俄罗斯,RUS,2,20200227
俄罗斯,RUS,2,20200228
俄罗斯,RUS,2,20200229
俄罗斯,RUS,2,20200301
俄罗斯,RUS,2,20200302
俄罗斯,RUS,3,20200303
俄罗斯,RUS,3,20200304
俄罗斯,RUS,3,20200305
俄罗斯,RUS,4,20200306
俄罗斯,RUS,7,20200307
俄罗斯,RUS,7,20200308
俄罗斯,RUS,7,20200309
俄罗斯,RUS,7,20200310
俄罗斯,RUS,7,20200311
俄罗斯,RUS,20,20200312
俄罗斯,RUS,34,20200313
俄罗斯,RUS,34,20200314
俄罗斯,RUS,34,20200315
俄罗斯,RUS,63,20200316
俄罗斯,RUS,93,20200317
俄罗斯,RUS,93,20200318
俄罗斯,RUS,199,20200319
俄罗斯,RUS,253,20200320
俄罗斯,RUS,306,20200321
俄罗斯,RUS,396,20200322
俄罗斯,RUS,438,20200323
俄罗斯,RUS,495,20200324
俄罗斯,RUS,658,20200325
俄罗斯,RUS,840,20200326
俄罗斯,RUS,1036,20200327
俄罗斯,RUS,1264,20200328
俄罗斯,RUS,1534,20200329
俄罗斯,RUS,1836,20200330
俄罗斯,RUS,2337,20200331
俄罗斯,RUS,2777,20200401
俄罗斯,RUS,3548,20200402
俄罗斯,RUS,4149,20200403
俄罗斯,RUS,4731,20200404
俄罗斯,RUS,5389,20200405
俄罗斯,RUS,6343,20200406
俄罗斯,RUS,7497,20200407
俄罗斯,RUS,8672,20200408
俄罗斯,RUS,10131,20200409
俄罗斯,RUS,11917,20200410
俄罗斯,RUS,13584,20200411
俄罗斯,RUS,15770,20200412
俄罗斯,RUS,18328,20200413
俄罗斯,RUS,21102,20200414
俄罗斯,RUS,24490,20200415
俄罗斯,RUS,27938,20200416
俄罗斯,RUS,32008,20200417
俄罗斯,RUS,36793,20200418
俄罗斯,RUS,42853,20200419
俄罗斯,RUS,47121,20200420
俄罗斯,RUS,52763,20200421
俄罗斯,RUS,57999,20200422
俄罗斯,RUS,62773,20200423
俄罗斯,RUS,68622,20200424
俄罗斯,RUS,74588,20200425
俄罗斯,RUS,80949,20200426
俄罗斯,RUS,87147,20200427
俄罗斯,RUS,93558,20200428
俄罗斯,RUS,99399,20200429
俄罗斯,RUS,106498,20200430
俄罗斯,RUS,114431,20200501
俄罗斯,RUS,124054,20200502
俄罗斯,RUS,134687,20200503
俄罗斯,RUS,145268,20200504
俄罗斯,RUS,155370,20200505
俄罗斯,RUS,165929,20200506
俄罗斯,RUS,177160,20200507
俄罗斯,RUS,187859,20200508
俄罗斯,RUS,198676,20200509
俄罗斯,RUS,209688,20200510
俄罗斯,RUS,221344,20200511
俄罗斯,RUS,232243,20200512
俄罗斯,RUS,242271,20200513
俄罗斯,RUS,252245,20200514
俄罗斯,RUS,262843,20200515
俄罗斯,RUS,272043,20200516
俄罗斯,RUS,281752,20200517
俄罗斯,RUS,290678,20200518
俄罗斯,RUS,299941,20200519
俄罗斯,RUS,308705,20200520
俄罗斯,RUS,317554,20200521
俄罗斯,RUS,326448,20200522
俄罗斯,RUS,335882,20200523
俄罗斯,RUS,344481,20200524
俄罗斯,RUS,353427,20200525
俄罗斯,RUS,362342,20200526
俄罗斯,RUS,370680,20200527
俄罗斯,RUS,379051,20200528
俄罗斯,RUS,387623,20200529
俄罗斯,RUS,396575,20200530
俄罗斯,RUS,405843,20200531
俄罗斯,RUS,414878,20200601
俄罗斯,RUS,423741,20200602
俄罗斯,RUS,432277,20200603
俄罗斯,RUS,441108,20200604
俄罗斯,RUS,449834,20200605
俄罗斯,RUS,458689,20200606
俄罗斯,RUS,467673,20200607
俄罗斯,RUS,476658,20200608
俄罗斯,RUS,485253,20200609
俄罗斯,RUS,493657,20200610
俄罗斯,RUS,502436,20200611
俄罗斯,RUS,511423,20200612
俄罗斯,RUS,520129,20200613
俄罗斯,RUS,528964,20200614
俄罗斯,RUS,537210,20200615
俄罗斯,RUS,545458,20200616
俄罗斯,RUS,553301,20200617
智利,CHL,1,20200304
智利,CHL,1,20200305
智利,CHL,1,20200306
智利,CHL,5,20200307
智利,CHL,5,20200308
智利,CHL,10,20200309
智利,CHL,13,20200310
智利,CHL,17,20200311
智利,CHL,23,20200312
智利,CHL,33,20200313
智利,CHL,43,20200314
智利,CHL,61,20200315
智利,CHL,75,20200316
智利,CHL,156,20200317
智利,CHL,156,20200318
智利,CHL,342,20200319
智利,CHL,434,20200320
智利,CHL,434,20200321
智利,CHL,632,20200322
智利,CHL,632,20200323
智利,CHL,922,20200324
智利,CHL,922,20200325
智利,CHL,1306,20200326
智利,CHL,1306,20200327
智利,CHL,1909,20200328
智利,CHL,1909,20200329
智利,CHL,2139,20200330
智利,CHL,2738,20200331
智利,CHL,3031,20200401
智利,CHL,3031,20200402
智利,CHL,3737,20200403
智利,CHL,3737,20200404
智利,CHL,4161,20200405
智利,CHL,4471,20200406
智利,CHL,5116,20200407
智利,CHL,5546,20200408
智利,CHL,5972,20200409
智利,CHL,6501,20200410
智利,CHL,6927,20200411
智利,CHL,7213,20200412
智利,CHL,7525,20200413
智利,CHL,7525,20200414
智利,CHL,8273,20200415
智利,CHL,8807,20200416
智利,CHL,9252,20200417
智利,CHL,9730,20200418
智利,CHL,10088,20200419
智利,CHL,10888,20200420
智利,CHL,10832,20200421
智利,CHL,10832,20200422
智利,CHL,11812,20200423
智利,CHL,12306,20200424
智利,CHL,12858,20200425
智利,CHL,12858,20200426
智利,CHL,13813,20200427
智利,CHL,14365,20200428
智利,CHL,14365,20200429
智利,CHL,14885,20200430
智利,CHL,17008,20200501
智利,CHL,18435,20200502
智利,CHL,19633,20200503
智利,CHL,20643,20200504
智利,CHL,22016,20200505
智利,CHL,23048,20200506
智利,CHL,24581,20200507
智利,CHL,24581,20200508
智利,CHL,27219,20200509
智利,CHL,28866,20200510
智利,CHL,30063,20200511
智利,CHL,31721,20200512
智利,CHL,34381,20200513
智利,CHL,37040,20200514
智利,CHL,39542,20200515
智利,CHL,41428,20200516
智利,CHL,43781,20200517
智利,CHL,46059,20200518
智利,CHL,49579,20200519
智利,CHL,53617,20200520
智利,CHL,57581,20200521
智利,CHL,61857,20200522
智利,CHL,65393,20200523
智利,CHL,69102,20200524
智利,CHL,73997,20200525
智利,CHL,77961,20200526
智利,CHL,82289,20200527
智利,CHL,86943,20200528
智利,CHL,90638,20200529
智利,CHL,94858,20200530
智利,CHL,99688,20200531
智利,CHL,105159,20200601
智利,CHL,108686,20200602
智利,CHL,113628,20200603
智利,CHL,118292,20200604
智利,CHL,122499,20200605
智利,CHL,127745,20200606
智利,CHL,134150,20200607
智利,CHL,138846,20200608
智利,CHL,142759,20200609
智利,CHL,148496,20200610
智利,CHL,154092,20200611
智利,CHL,160846,20200612
智利,CHL,167355,20200613
智利,CHL,174293,20200614
智利,CHL,179436,20200615
智利,CHL,184449,20200616
智利,CHL,220628,20200617
印度,IND,1,20200130
印度,IND,1,20200131
印度,IND,1,20200201
印度,IND,2,20200202
印度,IND,3,20200203
印度,IND,3,20200204
印度,IND,3,20200205
印度,IND,3,20200206
印度,IND,3,20200207
印度,IND,3,20200208
印度,IND,3,20200209
印度,IND,3,20200210
印度,IND,3,20200211
印度,IND,3,20200212
印度,IND,3,20200213
印度,IND,3,20200214
印度,IND,3,20200215
印度,IND,3,20200216
印度,IND,3,20200217
印度,IND,3,20200218
印度,IND,3,20200219
印度,IND,3,20200220
印度,IND,3,20200221
印度,IND,3,20200222
印度,IND,3,20200223
印度,IND,3,20200224
印度,IND,3,20200225
印度,IND,3,20200226
印度,IND,3,20200227
印度,IND,3,20200228
印度,IND,3,20200229
印度,IND,3,20200301
印度,IND,3,20200302
印度,IND,5,20200303
印度,IND,6,20200304
印度,IND,29,20200305
印度,IND,30,20200306
印度,IND,31,20200307
印度,IND,34,20200308
印度,IND,43,20200309
印度,IND,44,20200310
印度,IND,60,20200311
印度,IND,73,20200312
印度,IND,74,20200313
印度,IND,82,20200314
印度,IND,107,20200315
印度,IND,114,20200316
印度,IND,137,20200317
印度,IND,137,20200318
印度,IND,173,20200319
印度,IND,223,20200320
印度,IND,315,20200321
印度,IND,396,20200322
印度,IND,471,20200323
印度,IND,536,20200324
印度,IND,606,20200325
印度,IND,694,20200326
印度,IND,724,20200327
印度,IND,918,20200328
印度,IND,1024,20200329
印度,IND,1251,20200330
印度,IND,1397,20200331
印度,IND,1834,20200401
印度,IND,2069,20200402
印度,IND,2547,20200403
印度,IND,3072,20200404
印度,IND,3577,20200405
印度,IND,4281,20200406
印度,IND,4789,20200407
印度,IND,5274,20200408
印度,IND,5865,20200409
印度,IND,6761,20200410
印度,IND,7529,20200411
印度,IND,8447,20200412
印度,IND,9352,20200413
印度,IND,10815,20200414
印度,IND,11933,20200415
印度,IND,12759,20200416
印度,IND,13835,20200417
印度,IND,14792,20200418
印度,IND,16116,20200419
印度,IND,17656,20200420
印度,IND,18985,20200421
印度,IND,20471,20200422
印度,IND,21700,20200423
印度,IND,23452,20200424
印度,IND,24942,20200425
印度,IND,26917,20200426
印度,IND,28380,20200427
印度,IND,29974,20200428
印度,IND,31787,20200429
印度,IND,33160,20200430
印度,IND,35365,20200501
印度,IND,37776,20200502
印度,IND,40263,20200503
印度,IND,42836,20200504
印度,IND,46711,20200505
印度,IND,49391,20200506
印度,IND,53045,20200507
印度,IND,56342,20200508
印度,IND,59662,20200509
印度,IND,62939,20200510
印度,IND,67700,20200511
印度,IND,70756,20200512
印度,IND,74281,20200513
印度,IND,78003,20200514
印度,IND,81970,20200515
印度,IND,85940,20200516
印度,IND,90927,20200517
印度,IND,96169,20200518
印度,IND,101139,20200519
印度,IND,106750,20200520
印度,IND,112359,20200521
印度,IND,118447,20200522
印度,IND,125101,20200523
印度,IND,131868,20200524
印度,IND,138845,20200525
印度,IND,145380,20200526
印度,IND,151767,20200527
印度,IND,158333,20200528
印度,IND,165799,20200529
印度,IND,173763,20200530
印度,IND,182143,20200531
印度,IND,190535,20200601
印度,IND,198706,20200602
印度,IND,207615,20200603
印度,IND,216919,20200604
印度,IND,226770,20200605
印度,IND,236657,20200606
印度,IND,246628,20200607
印度,IND,256611,20200608
印度,IND,266598,20200609
印度,IND,276583,20200610
印度,IND,286579,20200611
印度,IND,297535,20200612
印度,IND,308993,20200613
印度,IND,320922,20200614
印度,IND,332424,20200615
印度,IND,343091,20200616
印度,IND,354065,20200617
秘鲁,PER,1,20200307
秘鲁,PER,6,20200308
秘鲁,PER,6,20200309
秘鲁,PER,9,20200310
秘鲁,PER,11,20200311
秘鲁,PER,17,20200312
秘鲁,PER,22,20200313
秘鲁,PER,28,20200314
秘鲁,PER,43,20200315
秘鲁,PER,71,20200316
秘鲁,PER,86,20200317
秘鲁,PER,86,20200318
秘鲁,PER,234,20200319
秘鲁,PER,263,20200320
秘鲁,PER,318,20200321
秘鲁,PER,318,20200322
秘鲁,PER,395,20200323
秘鲁,PER,395,20200324
秘鲁,PER,480,20200325
秘鲁,PER,580,20200326
秘鲁,PER,635,20200327
秘鲁,PER,671,20200328
秘鲁,PER,852,20200329
秘鲁,PER,950,20200330
秘鲁,PER,1065,20200331
秘鲁,PER,1065,20200401
秘鲁,PER,1414,20200402
秘鲁,PER,1414,20200403
秘鲁,PER,1746,20200404
秘鲁,PER,2281,20200405
秘鲁,PER,2281,20200406
秘鲁,PER,2954,20200407
秘鲁,PER,4332,20200408
秘鲁,PER,4332,20200409
秘鲁,PER,5897,20200410
秘鲁,PER,5897,20200411
秘鲁,PER,7519,20200412
秘鲁,PER,7519,20200413
秘鲁,PER,7519,20200414
秘鲁,PER,7519,20200415
秘鲁,PER,10303,20200416
秘鲁,PER,11475,20200417
秘鲁,PER,14420,20200418
秘鲁,PER,15628,20200419
秘鲁,PER,16325,20200420
秘鲁,PER,17837,20200421
秘鲁,PER,19250,20200422
秘鲁,PER,20914,20200423
秘鲁,PER,21648,20200424
秘鲁,PER,21648,20200425
秘鲁,PER,25331,20200426
秘鲁,PER,28699,20200427
秘鲁,PER,31190,20200428
秘鲁,PER,33931,20200429
秘鲁,PER,36976,20200430
秘鲁,PER,40459,20200501
秘鲁,PER,42534,20200502
秘鲁,PER,45928,20200503
秘鲁,PER,47372,20200504
秘鲁,PER,51189,20200505
秘鲁,PER,54817,20200506
秘鲁,PER,58526,20200507
秘鲁,PER,61847,20200508
秘鲁,PER,65015,20200509
秘鲁,PER,67307,20200510
秘鲁,PER,68822,20200511
秘鲁,PER,72059,20200512
秘鲁,PER,76306,20200513
秘鲁,PER,80604,20200514
秘鲁,PER,84495,20200515
秘鲁,PER,84495,20200516
秘鲁,PER,92273,20200517
秘鲁,PER,94933,20200518
秘鲁,PER,99483,20200519
秘鲁,PER,104020,20200520
秘鲁,PER,108759,20200521
秘鲁,PER,111698,20200522
秘鲁,PER,115754,20200523
秘鲁,PER,119959,20200524
秘鲁,PER,119959,20200525
秘鲁,PER,129751,20200526
秘鲁,PER,135905,20200527
秘鲁,PER,141779,20200528
秘鲁,PER,148285,20200529
秘鲁,PER,155671,20200530
秘鲁,PER,164476,20200531
秘鲁,PER,170039,20200601
秘鲁,PER,174884,20200602
秘鲁,PER,178914,20200603
秘鲁,PER,183198,20200604
秘鲁,PER,187400,20200605
秘鲁,PER,191758,20200606
秘鲁,PER,196515,20200607
秘鲁,PER,199696,20200608
秘鲁,PER,203736,20200609
秘鲁,PER,208823,20200610
秘鲁,PER,214788,20200611
秘鲁,PER,220749,20200612
秘鲁,PER,220749,20200613
秘鲁,PER,225132,20200614
秘鲁,PER,232992,20200615
秘鲁,PER,237156,20200616
秘鲁,PER,240908,20200617
巴基斯坦,PAK,2,20200227
巴基斯坦,PAK,2,20200228
巴基斯坦,PAK,2,20200229
巴基斯坦,PAK,4,20200301
巴基斯坦,PAK,4,20200302
巴基斯坦,PAK,5,20200303
巴基斯坦,PAK,5,20200304
巴基斯坦,PAK,5,20200305
巴基斯坦,PAK,5,20200306
巴基斯坦,PAK,5,20200307
巴基斯坦,PAK,5,20200308
巴基斯坦,PAK,6,20200309
巴基斯坦,PAK,16,20200310
巴基斯坦,PAK,16,20200311
巴基斯坦,PAK,19,20200312
巴基斯坦,PAK,20,20200313
巴基斯坦,PAK,21,20200314
巴基斯坦,PAK,28,20200315
巴基斯坦,PAK,52,20200316
巴基斯坦,PAK,187,20200317
巴基斯坦,PAK,187,20200318
巴基斯坦,PAK,448,20200319
巴基斯坦,PAK,495,20200320
巴基斯坦,PAK,730,20200321
巴基斯坦,PAK,761,20200322
巴基斯坦,PAK,875,20200323
巴基斯坦,PAK,972,20200324
巴基斯坦,PAK,1016,20200325
巴基斯坦,PAK,1179,20200326
巴基斯坦,PAK,1296,20200327
巴基斯坦,PAK,1495,20200328
巴基斯坦,PAK,1566,20200329
巴基斯坦,PAK,1625,20200330
巴基斯坦,PAK,1940,20200331
巴基斯坦,PAK,2238,20200401
巴基斯坦,PAK,2419,20200402
巴基斯坦,PAK,2458,20200403
巴基斯坦,PAK,2714,20200404
巴基斯坦,PAK,3156,20200405
巴基斯坦,PAK,3658,20200406
巴基斯坦,PAK,4004,20200407
巴基斯坦,PAK,4072,20200408
巴基斯坦,PAK,4489,20200409
巴基斯坦,PAK,4695,20200410
巴基斯坦,PAK,5011,20200411
巴基斯坦,PAK,5230,20200412
巴基斯坦,PAK,5374,20200413
巴基斯坦,PAK,5837,20200414
巴基斯坦,PAK,6383,20200415
巴基斯坦,PAK,6919,20200416
巴基斯坦,PAK,7392,20200417
巴基斯坦,PAK,7773,20200418
巴基斯坦,PAK,8348,20200419
巴基斯坦,PAK,9193,20200420
巴基斯坦,PAK,9595,20200421
巴基斯坦,PAK,9749,20200422
巴基斯坦,PAK,10513,20200423
巴基斯坦,PAK,11155,20200424
巴基斯坦,PAK,11940,20200425
巴基斯坦,PAK,12723,20200426
巴基斯坦,PAK,13328,20200427
巴基斯坦,PAK,14079,20200428
巴基斯坦,PAK,14885,20200429
巴基斯坦,PAK,16117,20200430
巴基斯坦,PAK,17439,20200501
巴基斯坦,PAK,18114,20200502
巴基斯坦,PAK,20084,20200503
